"element","element-content-type","element-content","attribute","attribute-content"
"encodingDesc","elements","|classDecl|","",""
"classDecl","elements","|taxonomy|","",""
"taxonomy","elements","|desc|","id","apis"
"desc","text","APIS keywords are controlled locally at the institution level. They are not necessarily consistent.","",""
"classDecl","elements","|taxonomy|","",""
"taxonomy","elements","|desc|","id","apis"
"desc","text","APIS keywords are controlled locally at the institution level. They are not necessarily consistent.","",""
"taxonomy","elements","|desc|","id","apis"
"desc","text","APIS keywords are controlled locally at the institution level. They are not necessarily consistent.","",""
"desc","text","APIS keywords are controlled locally at the institution level. They are not necessarily consistent.","",""
"profileDesc","elements","|langUsage||textClass|","",""
"langUsage","elements","|language||language|","default","false"
"language","text","English","ident","en"
"language","text","Greek","ident","grc"
"textClass","elements","|keywords|","default","false"
"keywords","elements","|term||term||term||term|","scheme","#apis"
"term","text","Papyri","type","genre_form"
"term","text","Petition","type","genre_form"
"term","text","Priests","type","genre_form"
"term","text","Dikes","type","genre_form"
"langUsage","elements","|language||language|","default","false"
"language","text","English","ident","en"
"language","text","Greek","ident","grc"
"language","text","English","ident","en"
"language","text","Greek","ident","grc"
"textClass","elements","|keywords|","default","false"
"keywords","elements","|term||term||term||term|","scheme","#apis"
"term","text","Papyri","type","genre_form"
"term","text","Petition","type","genre_form"
"term","text","Priests","type","genre_form"
"term","text","Dikes","type","genre_form"
"keywords","elements","|term||term||term||term|","scheme","#apis"
"term","text","Papyri","type","genre_form"
"term","text","Petition","type","genre_form"
"term","text","Priests","type","genre_form"
"term","text","Dikes","type","genre_form"
"term","text","Papyri","type","genre_form"
"term","text","Petition","type","genre_form"
"term","text","Priests","type","genre_form"
"term","text","Dikes","type","genre_form"
"text","elements","|body|","",""
"body","elements","|div||div|","",""
"div","elements","|ab|","type","translation"
"div","elements","|ab|","org","uniform"
"div","elements","|ab|","sample","complete"
"div","elements","|ab|","part","N"
"ab","text","An Quintus Aemilianus Saturninus, Pr�fekt von �gypten, von Ammonios, Sohn des Horos, und Orsenouphis, Sohn des ..., und Peteuris, Sohn des Peteuris, aus dem Dorfe Bakchias im Herakleidesbezirk des Arsinoitischen Gaues. Es ist bei den Priestern des [grossen?] Gottes Souchos herk�mmlich, die Kopfsteuer von acht Drachmen zu zahlen. Wir zahlen den Eintreibern des Dorfes, von denen wir auch Quittungen erhalten. Nichts anderes ... den Gottesdienst. Diejenigen, die ihre Lust daran haben, m�chtiger Herr Statthalter, ... wir wollen ... der Kan�le ... ist selbst ins Haus hineingetreten und hat sie geheissen, an den Kanalarbeiten teilzunehmen ... wenn nicht, [m�ssten sie] 120 Drachmen [zahlen] ... durch Deine erhabene Entscheidung dem Gaustrategen auferlegt wird, die Vorhergenannten dazu zu zwingen, die 120 Drachmen, die sie uns wider die Vorschriften arbeitszwangsm�ssig auferlegt haben, zur�ckzuzahlen, bis dass wir unser Recht erhalten und damit wir durch Deine Tyche bei unserer eigentlichen Arbeit unbehelligt verharren k�nnen, ohne von irgendeinem zu arbeit herangezogen zu werden, da wir ja dem Fiskus die gew�hnliche Kopfsteuer von acht Drachmen zahlen, damit wir so Dein Wohlwollen erfahren. Lebe wohl! 2. Hand Ammonios und Orsenouphis und Peteuris haben die Bittschrift eingereicht; sie sind in eigener Person erschienen ... Im 7. Jahre, am 12. Athyr. 3. Hand Da kein Einspruch erhoben werden kann, dem Epistrategen einzureichen. 4. Hand Abzugeben.","part","N"
"div","elements","|listBibl|","type","bibliography"
"div","elements","|listBibl|","subtype","citations"
"div","elements","|listBibl|","org","uniform"
"div","elements","|listBibl|","sample","complete"
"div","elements","|listBibl|","part","N"
"listBibl","elements","|bibl||bibl|","default","false"
"bibl","mixed","P. Lund. IV 1 SB VI 9340<<note>>","default","false"
"note","text","BL IV 64 (line 21); TM 11878; Gilliam, E. H., Yale Classical Studies 10, 1947, p. 181 ff; Gilliam, E. H., American Journal of Philology 70, 1949, p. 218 - 221","anchored","true"
"bibl","text","P.Lund:4:1","type","ddbdp"
"bibl","text","P.Lund:4:1","default","false"
"body","elements","|div||div|","",""
"div","elements","|ab|","type","translation"
"div","elements","|ab|","org","uniform"
"div","elements","|ab|","sample","complete"
"div","elements","|ab|","part","N"
"ab","text","An Quintus Aemilianus Saturninus, Pr�fekt von �gypten, von Ammonios, Sohn des Horos, und Orsenouphis, Sohn des ..., und Peteuris, Sohn des Peteuris, aus dem Dorfe Bakchias im Herakleidesbezirk des Arsinoitischen Gaues. Es ist bei den Priestern des [grossen?] Gottes Souchos herk�mmlich, die Kopfsteuer von acht Drachmen zu zahlen. Wir zahlen den Eintreibern des Dorfes, von denen wir auch Quittungen erhalten. Nichts anderes ... den Gottesdienst. Diejenigen, die ihre Lust daran haben, m�chtiger Herr Statthalter, ... wir wollen ... der Kan�le ... ist selbst ins Haus hineingetreten und hat sie geheissen, an den Kanalarbeiten teilzunehmen ... wenn nicht, [m�ssten sie] 120 Drachmen [zahlen] ... durch Deine erhabene Entscheidung dem Gaustrategen auferlegt wird, die Vorhergenannten dazu zu zwingen, die 120 Drachmen, die sie uns wider die Vorschriften arbeitszwangsm�ssig auferlegt haben, zur�ckzuzahlen, bis dass wir unser Recht erhalten und damit wir durch Deine Tyche bei unserer eigentlichen Arbeit unbehelligt verharren k�nnen, ohne von irgendeinem zu arbeit herangezogen zu werden, da wir ja dem Fiskus die gew�hnliche Kopfsteuer von acht Drachmen zahlen, damit wir so Dein Wohlwollen erfahren. Lebe wohl! 2. Hand Ammonios und Orsenouphis und Peteuris haben die Bittschrift eingereicht; sie sind in eigener Person erschienen ... Im 7. Jahre, am 12. Athyr. 3. Hand Da kein Einspruch erhoben werden kann, dem Epistrategen einzureichen. 4. Hand Abzugeben.","part","N"
"div","elements","|listBibl|","type","bibliography"
"div","elements","|listBibl|","subtype","citations"
"div","elements","|listBibl|","org","uniform"
"div","elements","|listBibl|","sample","complete"
"div","elements","|listBibl|","part","N"
"listBibl","elements","|bibl||bibl|","default","false"
"bibl","mixed","P. Lund. IV 1 SB VI 9340<<note>>","default","false"
"note","text","BL IV 64 (line 21); TM 11878; Gilliam, E. H., Yale Classical Studies 10, 1947, p. 181 ff; Gilliam, E. H., American Journal of Philology 70, 1949, p. 218 - 221","anchored","true"
"bibl","text","P.Lund:4:1","type","ddbdp"
"bibl","text","P.Lund:4:1","default","false"
"div","elements","|ab|","type","translation"
"div","elements","|ab|","org","uniform"
"div","elements","|ab|","sample","complete"
"div","elements","|ab|","part","N"
"ab","text","An Quintus Aemilianus Saturninus, Pr�fekt von �gypten, von Ammonios, Sohn des Horos, und Orsenouphis, Sohn des ..., und Peteuris, Sohn des Peteuris, aus dem Dorfe Bakchias im Herakleidesbezirk des Arsinoitischen Gaues. Es ist bei den Priestern des [grossen?] Gottes Souchos herk�mmlich, die Kopfsteuer von acht Drachmen zu zahlen. Wir zahlen den Eintreibern des Dorfes, von denen wir auch Quittungen erhalten. Nichts anderes ... den Gottesdienst. Diejenigen, die ihre Lust daran haben, m�chtiger Herr Statthalter, ... wir wollen ... der Kan�le ... ist selbst ins Haus hineingetreten und hat sie geheissen, an den Kanalarbeiten teilzunehmen ... wenn nicht, [m�ssten sie] 120 Drachmen [zahlen] ... durch Deine erhabene Entscheidung dem Gaustrategen auferlegt wird, die Vorhergenannten dazu zu zwingen, die 120 Drachmen, die sie uns wider die Vorschriften arbeitszwangsm�ssig auferlegt haben, zur�ckzuzahlen, bis dass wir unser Recht erhalten und damit wir durch Deine Tyche bei unserer eigentlichen Arbeit unbehelligt verharren k�nnen, ohne von irgendeinem zu arbeit herangezogen zu werden, da wir ja dem Fiskus die gew�hnliche Kopfsteuer von acht Drachmen zahlen, damit wir so Dein Wohlwollen erfahren. Lebe wohl! 2. Hand Ammonios und Orsenouphis und Peteuris haben die Bittschrift eingereicht; sie sind in eigener Person erschienen ... Im 7. Jahre, am 12. Athyr. 3. Hand Da kein Einspruch erhoben werden kann, dem Epistrategen einzureichen. 4. Hand Abzugeben.","part","N"
"ab","text","An Quintus Aemilianus Saturninus, Pr�fekt von �gypten, von Ammonios, Sohn des Horos, und Orsenouphis, Sohn des ..., und Peteuris, Sohn des Peteuris, aus dem Dorfe Bakchias im Herakleidesbezirk des Arsinoitischen Gaues. Es ist bei den Priestern des [grossen?] Gottes Souchos herk�mmlich, die Kopfsteuer von acht Drachmen zu zahlen. Wir zahlen den Eintreibern des Dorfes, von denen wir auch Quittungen erhalten. Nichts anderes ... den Gottesdienst. Diejenigen, die ihre Lust daran haben, m�chtiger Herr Statthalter, ... wir wollen ... der Kan�le ... ist selbst ins Haus hineingetreten und hat sie geheissen, an den Kanalarbeiten teilzunehmen ... wenn nicht, [m�ssten sie] 120 Drachmen [zahlen] ... durch Deine erhabene Entscheidung dem Gaustrategen auferlegt wird, die Vorhergenannten dazu zu zwingen, die 120 Drachmen, die sie uns wider die Vorschriften arbeitszwangsm�ssig auferlegt haben, zur�ckzuzahlen, bis dass wir unser Recht erhalten und damit wir durch Deine Tyche bei unserer eigentlichen Arbeit unbehelligt verharren k�nnen, ohne von irgendeinem zu arbeit herangezogen zu werden, da wir ja dem Fiskus die gew�hnliche Kopfsteuer von acht Drachmen zahlen, damit wir so Dein Wohlwollen erfahren. Lebe wohl! 2. Hand Ammonios und Orsenouphis und Peteuris haben die Bittschrift eingereicht; sie sind in eigener Person erschienen ... Im 7. Jahre, am 12. Athyr. 3. Hand Da kein Einspruch erhoben werden kann, dem Epistrategen einzureichen. 4. Hand Abzugeben.","part","N"
"div","elements","|listBibl|","type","bibliography"
"div","elements","|listBibl|","subtype","citations"
"div","elements","|listBibl|","org","uniform"
"div","elements","|listBibl|","sample","complete"
"div","elements","|listBibl|","part","N"
"listBibl","elements","|bibl||bibl|","default","false"
"bibl","mixed","P. Lund. IV 1 SB VI 9340<<note>>","default","false"
"note","text","BL IV 64 (line 21); TM 11878; Gilliam, E. H., Yale Classical Studies 10, 1947, p. 181 ff; Gilliam, E. H., American Journal of Philology 70, 1949, p. 218 - 221","anchored","true"
"bibl","text","P.Lund:4:1","type","ddbdp"
"bibl","text","P.Lund:4:1","default","false"
"listBibl","elements","|bibl||bibl|","default","false"
"bibl","mixed","P. Lund. IV 1 SB VI 9340<<note>>","default","false"
"note","text","BL IV 64 (line 21); TM 11878; Gilliam, E. H., Yale Classical Studies 10, 1947, p. 181 ff; Gilliam, E. H., American Journal of Philology 70, 1949, p. 218 - 221","anchored","true"
"bibl","text","P.Lund:4:1","type","ddbdp"
"bibl","text","P.Lund:4:1","default","false"
"bibl","mixed","P. Lund. IV 1 SB VI 9340<<note>>","default","false"
"note","text","BL IV 64 (line 21); TM 11878; Gilliam, E. H., Yale Classical Studies 10, 1947, p. 181 ff; Gilliam, E. H., American Journal of Philology 70, 1949, p. 218 - 221","anchored","true"
"note","text","BL IV 64 (line 21); TM 11878; Gilliam, E. H., Yale Classical Studies 10, 1947, p. 181 ff; Gilliam, E. H., American Journal of Philology 70, 1949, p. 218 - 221","anchored","true"
"bibl","text","P.Lund:4:1","type","ddbdp"
"bibl","text","P.Lund:4:1","default","false"
"TEI","elements","|teiHeader||text|","",""
"teiHeader","elements","|encodingDesc||fileDesc||profileDesc|","type","text"
"fileDesc","elements","|publicationStmt||sourceDesc||titleStmt|","",""
"titleStmt","elements","|author||title|","",""
"title","text","Declaration of Land for the Census of 302 A. D.","",""
"author","text","Aurelios Aunes, son of Polion;","",""
"publicationStmt","elements","|authority||idno||idno||idno|","",""
"authority","text","APIS","",""
"idno","text","michigan.apis.1205","type","apisid"
"idno","text","(MiU)1205","type","controlNo"
"idno","text","p.corn.20","type","ddbdp"
"sourceDesc","elements","|msDesc|","default","false"
"msDesc","elements","|history||msContents||msIdentifier||physDesc|","",""
"msIdentifier","elements","|idno|","",""
"idno","text","P.Corn. Inv. I 116","type","invNo"
"msContents","elements","|msItemStruct||summary|","defective","false"
"summary","text","The document contains eleven declarations of land for the census of the year 302 A.D. All are of the same day (Thoth 26), this being the date preserved in five of the eleven columns, with a portion of the date in other columns. The eleven declarations are from Karanis, Arsinoe and Ptolemais Nea, but the plots declared are without exception about the village of Ptolemais Nea. The head of the census is the same Septimius Sabinus who had charge of the work in that none five years earlier (see P.Corn. 19 = P.Corn. inv. no II 30).;The census was instituted in accordance with an imperial decree which was sent abroad over Egypt by order of the catholicos, at that time being Valerius Euethius. The first step was a declaration made by landowners and landholders to the censitor of all the taxable land held by them. In our document the primary declaration had been made a short time before, as appears from the phrase "apo tes apographeises up' emou proen epi Sabeino kensitori". The next move was taken by the goverment officials. The land reported as "chersos" or "adespotos" was checked over by the bureau of the landmeasurer ("anametretes"). In our document this occured in the month Thoth at the height of the flood season. The investigation was designed to determine what amount of the land reported by individuals as "dry" or "ownerless" should actually be classified as seed land ("en spora" or "sporime ge"). The peasant landowner or landlord was held responsible both for correct measurement and for declaration of the gain of the goverment resulting from the substitution of "seed land" for the "dry" and "tenantless" amounts primarily reported.;It is at this point that the action and report envisaged in the present Cornell papyrus. Accompanied by three recognised surveyros ("geometrai"), the peasant owner or tenant had measured the "chersos" and "adespotos" portions of his plots which the goverment had designated as probably transferable to the classification of "basilike ge sporime". Note that in all these cases the landmeasurer had meantime "found" that the land was seed land. Three village officials accompanied the peasant owner or tenant and the three surveyors. These were the boundary official ("oriodeiktes"), the village headman ("meizon tes komes") and the village chief ("komarches"). Upon agreement reached by them the tenant declared under imperial oath the amount of his land which was to be transferred from the classification of ownerless goverment land to the higher production category of "royal seedd land" (with higher rate of rent) or from the category of private dry land to that of private seed land (with corresponding increase in the land tax).;Egypt had been the scene of serious disturbance during the suppression of the revolt of L.Domitius Domitianus (Achilleus) in A.D. 295-296 A.D. In A.D. 302 the situation was so acute that Diocletian diverted a part of the grain which normally went to Rome for the relief of Alexandria. For the census of the year 302 special inducements must have been offred to the peasants to take abandoned goverment land. The nature of these inducements we cannot know. Their results, hoever, are apparent in this census roll.","",""
"msItemStruct","elements","|note||note||note||textLang|","defective","false"
"note","text","C1_1161.tif etc: the last digit after 116, i.e. 1-11 refer to columns and not to glasses. Col. VI and VIII are mounted in the same glass, but two separate images are taken.;In col. IV some strips of the left margin overlapp each other, so as to fit the glass.","type","general"
"note","text","C1_1161.tif etc: the last digit after 116, i.e. 1-11 refer to columns and not to glasses. Col. VI and VIII are mounted in the same glass, but two separate images are taken.;In col. IV some strips of the left margin overlapp each other, so as to fit the glass.","anchored","true"
"note","text","Location: Ann Arbor","type","general"
"note","text","Location: Ann Arbor","anchored","true"
"note","text","Pub. status: Recto; Verso is blank","type","general"
"note","text","Pub. status: Recto; Verso is blank","anchored","true"
"textLang","text","Greek","mainLang","grc"
"physDesc","elements","|objectDesc|","",""
"objectDesc","elements","|layoutDesc||supportDesc|","",""
"supportDesc","elements","|condition||support|","",""
"support","text","one roll boken off in many fragments. papyri ; c. 250 cm x c. 26 cm (roll)","",""
"condition","elements","|ab|","",""
"ab","text","The roll is badly carbonized and friable. The ed. princ. presented 11 columns. But what is preserved now is not always what the ed. princ. read. Some parts of the columns were totally lost or destroyed. And some other fragments (not trascribed in the ed. princ.) were found and located (by NL; see below for one of them) prooving the ed. princ. supplements. Now the papyri have been put between glass on top of Japanese paper (since there is no writing on the back). Under the same no (P.Corn. inv. I 116) there are three more folders with many written fragments of various sizes, but they do not belong to the same roll. They are accounts or documents mentioning "logos", "praepositus", "wheat", "knidia", "elaion", "geouchos", "kamelo[ ]". And in one I could read "Philadelph[ ]". These are re-named as "P.Cornell inv. I 116B"","type","conservation"
"ab","text","The roll is badly carbonized and friable. The ed. princ. presented 11 columns. But what is preserved now is not always what the ed. princ. read. Some parts of the columns were totally lost or destroyed. And some other fragments (not trascribed in the ed. princ.) were found and located (by NL; see below for one of them) prooving the ed. princ. supplements. Now the papyri have been put between glass on top of Japanese paper (since there is no writing on the back). Under the same no (P.Corn. inv. I 116) there are three more folders with many written fragments of various sizes, but they do not belong to the same roll. They are accounts or documents mentioning "logos", "praepositus", "wheat", "knidia", "elaion", "geouchos", "kamelo[ ]". And in one I could read "Philadelph[ ]". These are re-named as "P.Cornell inv. I 116B"","part","N"
"layoutDesc","elements","|layout|","",""
"layout","elements","|ab||ab|","",""
"ab","text","col. I: 1-25; col. II: 26-44; col. III: 45-62; col. IV: 63-81; col. V: 82-101; col. VI: 102-124; col. VII: 125-144; col. VIII: 145-166; col. IX: 167-186; col. X: 187-209; col. XI: 210-229 [the numbers refer to the continous lines of the edition]","type","lines"
"ab","text","col. I: 1-25; col. II: 26-44; col. III: 45-62; col. IV: 63-81; col. V: 82-101; col. VI: 102-124; col. VII: 125-144; col. VIII: 145-166; col. IX: 167-186; col. X: 187-209; col. XI: 210-229 [the numbers refer to the continous lines of the edition]","part","N"
"ab","text","Source of description: Recto","type","recto-verso"
"ab","text","Source of description: Recto","part","N"
"history","elements","|origin||provenance|","",""
"origin","elements","|origDate||origPlace||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName||persName|","instant","false"
"origDate","text","September 23, 302 A.D.","when","0302"
"origDate","text","September 23, 302 A.D.","instant","false"
"origPlace","text","Arsinoe, Arsinoite nome, province of Egypt","instant","false"
"persName","text","Diocletian","type","asn"
"persName","text","Diocletian","instant","false"
"persName","text","Diocletian","full","yes"
"persName","text","Maximian","type","asn"
"persName","text","Maximian","instant","false"
"persName","text","Maximian","full","yes"
"persName","text","Constantius","type","asn"
"persName","text","Constantius","instant","false"
"persName","text","Constantius","full","yes"
"persName","text","Maximian","type","asn"
"persName","text","Maximian","instant","false"
"persName","text","Maximian","full","yes"
"persName","text","Valerius Euethius , catholikos","type","asn"
"persName","text","Valerius Euethius , catholikos","instant","false"
"persName","text","Valerius Euethius , catholikos","full","yes"
"persName","text","Aurelios Alexandros, anametretes of toparchy 4th and 5th, Herakleidou meris, Arsinoite nome, Egypt","type","asn"
"persName","text","Aurelios Alexandros, anametretes of toparchy 4th and 5th, Herakleidou meris, Arsinoite nome, Egypt","instant","false"
"persName","text","Aurelios Alexandros, anametretes of toparchy 4th and 5th, Herakleidou meris, Arsinoite nome, Egypt","full","yes"
"persName","text","Sabinos, censitor, anametretes of toparchy Peri polin Ano, Hermopolite nome, Egypt","type","asn"
"persName","text","Sabinos, censitor, anametretes of toparchy Peri polin Ano, Hermopolite nome, Egypt","instant","false"
"persName","text","Sabinos, censitor, anametretes of toparchy Peri polin Ano, Hermopolite nome, Egypt","full","yes"
"persName","text","Hierax,censitor, anametretes of toparchy Peri polin Ano, Hermopolite nome, Egypt","type","asn"
"persName","text","Hierax,censitor, anametretes of toparchy Peri polin Ano, Hermopolite nome, Egypt","instant","false"
"persName","text","Hierax,censitor, anametretes of toparchy Peri polin Ano, Hermopolite nome, Egypt","full","yes"
"persName","text","Aurelios Aunes, son of Polion","type","asn"
"persName","text","Aurelios Aunes, son of Polion","instant","false"
"persName","text","Aurelios Aunes, son of Polion","full","yes"
"persName","text","Heron, surveyor","type","asn"
"persName","text","Heron, surveyor","instant","false"
"persName","text","Heron, surveyor","full","yes"
"persName","text","Anaios (or Aneos), surveyor","type","asn"
"persName","text","Anaios (or Aneos), surveyor","instant","false"
"persName","text","Anaios (or Aneos), surveyor","full","yes"
"persName","text","Apollonios, surveyor","type","asn"
"persName","text","Apollonios, surveyor","instant","false"
"persName","text","Apollonios, surveyor","full","yes"
"persName","text","Abous, boundary official","type","asn"
"persName","text","Abous, boundary official","instant","false"
"persName","text","Abous, boundary official","full","yes"
"persName","text","Aas, son of Aboukis, headman of the village","type","asn"
"persName","text","Aas, son of Aboukis, headman of the village","instant","false"
"persName","text","Aas, son of Aboukis, headman of the village","full","yes"
"persName","text","Olkanol, village chief","type","asn"
"persName","text","Olkanol, village chief","instant","false"
"persName","text","Olkanol, village chief","full","yes"
"persName","text","Patermouthis","type","asn"
"persName","text","Patermouthis","instant","false"
"persName","text","Patermouthis","full","yes"
"persName","text","Achillas, boundary commissioner","type","asn"
"persName","text","Achillas, boundary commissioner","instant","false"
"persName","text","Achillas, boundary commissioner","full","yes"
"persName","text","Aurelios Kopres, son of Euporos","type","asn"
"persName","text","Aurelios Kopres, son of Euporos","instant","false"
"persName","text","Aurelios Kopres, son of Euporos","full","yes"
"persName","text","Anas","type","asn"
"persName","text","Anas","instant","false"
"persName","text","Anas","full","yes"
"persName","text","Aurelios Mysthes, son of Zosimos","type","asn"
"persName","text","Aurelios Mysthes, son of Zosimos","instant","false"
"persName","text","Aurelios Mysthes, son of Zosimos","full","yes"
"provenance","elements","|p|","",""
"p","text","Arsinoe, Arsinoite nome, province of Egypt","",""
"encodingDesc","elements","|classDecl|","",""
"classDecl","elements","|taxonomy|","",""
"taxonomy","elements","|desc|","id","apis"
"desc","text","APIS keywords are controlled locally at the institution level. They are not necessarily consistent.","",""
"profileDesc","elements","|langUsage||textClass|","",""
"langUsage","elements","|language||language|","default","false"
"language","text","English","ident","en"
"language","text","Greek","ident","grc"
"textClass","elements","|keywords|","default","false"
"keywords","elements","|term||term||term||term||term||term||term||term||term||term||term||term|","scheme","#apis"
"term","text","Ptolemais Nea, Arsinoite nome, province of Egypt;;Karanis, Arsinoite nome, province of Egypt;Arsinoe, Arsinoite nome, province of Egypt;;Boubastis amphodon, Arsinoite nome;;Chenoboskion Proton, amphodon, Arsinoite nome;;Moeris, amphodon, Arsinoite nome;;Hiera Pyle, amphodon, Arsinoite nome","",""
"term","text","Ptolemais Nea (Extinct city)","",""
"term","text","Government publications--Egypt.","",""
"term","text","Land value taxation--Egypt.","",""
"term","text","Census--Egypt.","",""
"term","text","Literacy--Egypt.","",""
"term","text","Measures and weights, Ancient.","",""
"term","text","Cities and towns--Officials and employees--Egypt.","",""
"term","text","Land tenure--Egypt.","",""
"term","text","Crown olands--Egypt.","",""
"term","text","Documentary","type","genre_form"
"term","text","Papyrus","type","genre_form"
"text","elements","|body|","",""
"body","elements","|div||div||div|","",""
"div","elements","|ab|","type","translation"
"div","elements","|ab|","org","uniform"
"div","elements","|ab|","sample","complete"
"div","elements","|ab|","part","N"
